,Component Name,Sample,Intensity,Cohort Name,Formula,Name,Parent Formula,Isotopologue,Metab,Label,frag_keys,NA Corrected,NA Corrected with zero,Pool_total,Fractional enrichment
10,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min14 | Sample Number = 181,2130000,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min14 | Sample Number = 181,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",2248215.0,2248215.0,2321566.0000000005,0.9684045166064629
11,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min12 | Sample Number = 183,1590000,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min12 | Sample Number = 183,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1678245.0,1678245.0,2285100.0,0.7344295654457136
12,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min10 | Sample Number = 149,1740000,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min10 | Sample Number = 149,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1836570.0,1836570.0,1926466.9999999998,0.9533358214804615
13,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min7 | Sample Number = 143,1720000,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min7 | Sample Number = 143,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1815460.0,1815460.0,2467900.0,0.7356294825560193
14,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min7 | Sample Number = 147,1750000,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min7 | Sample Number = 147,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1847125.0,1847125.0,2065103.9900000002,0.8944464825715628
15,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min12 | Sample Number = 165,1940000,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min12 | Sample Number = 165,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",2047670.0,2047670.0,2138897.01,0.9573485728515747
16,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min12 | Sample Number = 182,1930000,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min12 | Sample Number = 182,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",2037115.0,2037115.0,2337200.0,0.8716049118603457
17,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min11 | Sample Number = 174,1840000,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min11 | Sample Number = 174,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1942120.0,1942120.0,2199260.0,0.8830788537962769
18,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min9 | Sample Number = 163,1640000,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min9 | Sample Number = 163,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1731020.0,1731020.0,1935809.92,0.8942096959602315
19,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min9 | Sample Number = 162,1400000,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min9 | Sample Number = 162,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1477700.0,1477700.0,2628000.0,0.5622907153729072
20,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min11 | Sample Number = 179,1500000,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min11 | Sample Number = 179,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1583250.0,1583250.0,1774334.0000000002,0.892306634489335
21,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min9 | Sample Number = 159,1360000,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min9 | Sample Number = 159,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1435480.0,1435480.0,1965000.0000000002,0.7305241730279898
22,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min7 | Sample Number = 146,1190000,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min7 | Sample Number = 146,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1256045.0,1256045.0,2249000.0000000005,0.5584904401956424
23,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min10 | Sample Number = 167,1570000,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min10 | Sample Number = 167,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1657135.0,1657135.0,2300600.0,0.7203055724593584
24,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min10 | Sample Number = 168,1290000,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min10 | Sample Number = 168,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1361595.0,1361595.0,2160300.0000000005,0.6302805165949172
25,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min7 | Sample Number = 142,1480000,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min7 | Sample Number = 142,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1562140.0,1562140.0,1831570.0000000002,0.8528966951850051
26,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min7 | Sample Number = 145,1030000,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min7 | Sample Number = 145,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1087165.0,1087165.0,1789100.0000000002,0.6076602761164831
27,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min8 | Sample Number = 151,1350000,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min8 | Sample Number = 151,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1424925.0,1424925.0,1913299.9999999998,0.7447472952490463
28,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155,1230000,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1298265.0,1298265.0,1451900.0,0.8941834837109994
29,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min8 | Sample Number = 154,1030000,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min8 | Sample Number = 154,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1087165.0,1087165.0,2059999.9999999998,0.52775
30,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min11 | Sample Number = 176,1190000,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min11 | Sample Number = 176,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1256045.0,1256045.0,1993600.0,0.6300386235955057
31,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min11 | Sample Number = 175,1080000,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min11 | Sample Number = 175,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1139940.0,1139940.0,1569800.0,0.726168938718308
32,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min12 | Sample Number = 185,1080000,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min12 | Sample Number = 185,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1139940.0,1139940.0,1869500.0000000002,0.6097566194169564
33,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min9 | Sample Number = 158,1360000,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min9 | Sample Number = 158,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1435480.0,1435480.0,1693700.0,0.8475408868158469
34,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min10 | Sample Number = 166,1000000,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min10 | Sample Number = 166,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1055500.0,1055500.0,1293830.0,0.8157949653354768
35,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min7 | Sample Number = 144,1200000,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min7 | Sample Number = 144,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1266600.0,1266600.0,1971400.0,0.6424875722836563
36,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min10 | Sample Number = 170,1400000,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min10 | Sample Number = 170,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1477700.0,1477700.0,2645000.0,0.5586767485822306
37,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min8 | Sample Number = 150,1300000,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min8 | Sample Number = 150,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1372150.0,1372150.0,1617700.0,0.8482104222043643
38,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min12 | Sample Number = 184,991000,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min12 | Sample Number = 184,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1046000.5,1046000.5,1622900.0,0.6445255406987491
39,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min9 | Sample Number = 161,918000,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min9 | Sample Number = 161,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",968949.0,968949.0,1633499.9999999998,0.5931735537190084
40,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min11 | Sample Number = 178,1100000,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min11 | Sample Number = 178,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1161050.0,1161050.0,2148000.0,0.5405260707635009
41,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min9 | Sample Number = 160,958000,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min9 | Sample Number = 160,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1011169.0,1011169.0,1585500.0,0.6377603279722485
42,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min8 | Sample Number = 152,758000,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min8 | Sample Number = 152,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",800069.0,800069.0,1281300.0,0.6244197299617575
43,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min8 | Sample Number = 153,886000,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min8 | Sample Number = 153,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",935173.0,935173.0,1577299.9999999998,0.592894820262474
44,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min12 | Sample Number = 186,1100000,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min12 | Sample Number = 186,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1161050.0,1161050.0,2107000.0,0.5510441385856668
45,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min10 | Sample Number = 169,1010000,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min10 | Sample Number = 169,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",1066055.0,1066055.0,1884700.0,0.5656364408128615
46,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min11 | Sample Number = 177,874000,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min11 | Sample Number = 177,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",922507.0,922507.0,1544499.9999999998,0.5972852055681451
47,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274,0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",0.0,0.0,0.0,0.0
48,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min21 | Sample Number = 282,0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min21 | Sample Number = 282,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",0.0,0.0,0.0,0.0
49,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290,0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",0.0,0.0,0.0,0.0
50,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298,0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",0.0,0.0,0.0,0.0
51,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306,0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",0.0,0.0,0.0,0.0
52,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266,0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",0.0,0.0,0.0,0.0
53,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267,0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",0.0,0.0,0.0,0.0
54,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275,0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",0.0,0.0,0.0,0.0
55,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283,0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",0.0,0.0,0.0,0.0
56,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291,0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",0.0,0.0,0.0,0.0
57,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299,0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",0.0,0.0,0.0,0.0
58,Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307,0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",0.0,0.0,0.0,0.0
