,Component Name,Sample,Intensity,Cohort Name,Formula,Name,Parent Formula,Isotopologue,Metab,Sample Number,Background Sample,Condition,Label Type,Metadata,Label,frag_keys,Background Corrected,NA Corrected,NA Corrected with zero,Frac Enrichment
18,Malate 134/116,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,57400.0,1G NA,C4H3O4,Malate 133/115,C4H5O5,M+1,Malate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_134.0_116.0,"MultiquantKey(name='Malate 134/116', formula='C4H3O4', parent='Malate 133/115', parent_formula='C4H5O5')",39194.0,-21518.76,0.0,-0.015
19,Malate 135/117,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,11400.0,1G NA,C4H3O4,Malate 133/115,C4H5O5,M+2,Malate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_135.0_117.0,"MultiquantKey(name='Malate 135/117', formula='C4H3O4', parent='Malate 133/115', parent_formula='C4H5O5')",-3408.0,-4788.82,0.0,-0.0033
20,Malate 136/118,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1000.0,1G NA,C4H3O4,Malate 133/115,C4H5O5,M+3,Malate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_136.0_118.0,"MultiquantKey(name='Malate 136/118', formula='C4H3O4', parent='Malate 133/115', parent_formula='C4H5O5')",-195.0,-121.51,0.0,-0.0001
21,Malate 137/119,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,0.0,1G NA,C4H3O4,Malate 133/115,C4H5O5,M+4,Malate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_137.0_119.0,"MultiquantKey(name='Malate 137/119', formula='C4H3O4', parent='Malate 133/115', parent_formula='C4H5O5')",0.0,2.16,2.16,0.0
22,Lactate 89/89,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1551782.12,1G NA,C3H5O3,Lactate 89/89,C3H5O3,M+0,Lactate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_89.0_89.0,"MultiquantKey(name='Lactate 89/89', formula='C3H5O3', parent='Lactate 89/89', parent_formula='C3H5O3')",1551782.0,1603456.34,1603456.34,1.0012
23,Lactate 90/90,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,74500.0,1G NA,C3H5O3,Lactate 89/89,C3H5O3,M+1,Lactate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_90.0_90.0,"MultiquantKey(name='Lactate 90/90', formula='C3H5O3', parent='Lactate 89/89', parent_formula='C3H5O3')",51674.0,1146.82,1146.82,0.0007
24,Lactate 91/91,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,20000.0,1G NA,C3H5O3,Lactate 89/89,C3H5O3,M+2,Lactate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_91.0_91.0,"MultiquantKey(name='Lactate 91/91', formula='C3H5O3', parent='Lactate 89/89', parent_formula='C3H5O3')",574.0,-566.79,0.0,-0.0004
25,Lactate 92/92,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1000.0,1G NA,C3H5O3,Lactate 89/89,C3H5O3,M+3,Lactate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_92.0_92.0,"MultiquantKey(name='Lactate 92/92', formula='C3H5O3', parent='Lactate 89/89', parent_formula='C3H5O3')",-2498.0,-2504.37,0.0,-0.0016
26,Glycerol 3P 171/79,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,37666.0,1G NA,PO3,Glycerol 3P 171/79,C3H8O6P,M+0,Glycerol 3P,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_171.0_79.0,"MultiquantKey(name='Glycerol 3P 171/79', formula='PO3', parent='Glycerol 3P 171/79', parent_formula='C3H8O6P')",37666.0,38920.28,38920.28,1.0173
27,Glycerol 3P 172/79,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,2401.0,1G NA,PO3,Glycerol 3P 171/79,C3H8O6P,M+1,Glycerol 3P,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_172.0_79.0,"MultiquantKey(name='Glycerol 3P 172/79', formula='PO3', parent='Glycerol 3P 171/79', parent_formula='C3H8O6P')",1254.0,27.56,27.56,0.0007
28,Glycerol 3P 173/79,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,133.0,1G NA,PO3,Glycerol 3P 171/79,C3H8O6P,M+2,Glycerol 3P,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_173.0_79.0,"MultiquantKey(name='Glycerol 3P 173/79', formula='PO3', parent='Glycerol 3P 171/79', parent_formula='C3H8O6P')",-260.0,-290.72,0.0,-0.0076
29,Glycerol 3P 174/79,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,0.0,1G NA,PO3,Glycerol 3P 171/79,C3H8O6P,M+3,Glycerol 3P,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_174.0_79.0,"MultiquantKey(name='Glycerol 3P 174/79', formula='PO3', parent='Glycerol 3P 171/79', parent_formula='C3H8O6P')",-400.0,-397.11,0.0,-0.0104
30,Glutamine 145/127,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,130400.0,1G NA,C5H7N2O2,Glutamine 145/127,C5H9N2O3,M+0,Glutamine,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_145.0_127.0,"MultiquantKey(name='Glutamine 145/127', formula='C5H7N2O2', parent='Glutamine 145/127', parent_formula='C5H9N2O3')",130400.0,137637.2,137637.2,1.0233
31,Glutamine 146/128,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,7000.0,1G NA,C5H7N2O2,Glutamine 145/127,C5H9N2O3,M+1,Glutamine,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_146.0_128.0,"MultiquantKey(name='Glutamine 146/128', formula='C5H7N2O2', parent='Glutamine 145/127', parent_formula='C5H9N2O3')",4406.0,-2635.57,0.0,-0.0196
32,Glutamine 147/129,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1200.0,1G NA,C5H7N2O2,Glutamine 145/127,C5H9N2O3,M+2,Glutamine,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_147.0_129.0,"MultiquantKey(name='Glutamine 147/129', formula='C5H7N2O2', parent='Glutamine 145/127', parent_formula='C5H9N2O3')",-101.0,-299.99,0.0,-0.0022
33,Glutamine 148/130,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,0.0,1G NA,C5H7N2O2,Glutamine 145/127,C5H9N2O3,M+3,Glutamine,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_148.0_130.0,"MultiquantKey(name='Glutamine 148/130', formula='C5H7N2O2', parent='Glutamine 145/127', parent_formula='C5H9N2O3')",1.0,4.39,4.39,0.0
34,Glutamine 149/131,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,0.0,1G NA,C5H7N2O2,Glutamine 145/127,C5H9N2O3,M+4,Glutamine,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_149.0_131.0,"MultiquantKey(name='Glutamine 149/131', formula='C5H7N2O2', parent='Glutamine 145/127', parent_formula='C5H9N2O3')",0.0,-0.02,0.0,-0.0
35,Glutamine 150/132,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,0.0,1G NA,C5H7N2O2,Glutamine 145/127,C5H9N2O3,M+5,Glutamine,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_150.0_132.0,"MultiquantKey(name='Glutamine 150/132', formula='C5H7N2O2', parent='Glutamine 145/127', parent_formula='C5H9N2O3')",-200.0,-200.0,0.0,-0.0015
36,Glutamate 146/128,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,341400.0,1G NA,C5H6NO3,Glutamate 146/128,C5H8NO4,M+0,Glutamate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_146.0_128.0,"MultiquantKey(name='Glutamate 146/128', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",341400.0,360347.7,360347.7,1.0028
37,Glutamate 146/41,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,3266.0,1G NA,C2HO,Glutamate 146/41,C5H8NO4,M+0,Glutamate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_146.0_41.0,"MultiquantKey(name='Glutamate 146/41', formula='C2HO', parent='Glutamate 146/41', parent_formula='C5H8NO4')",3266.0,3447.26,3447.26,1.2024
38,Glutamate 147/129,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,28200.0,1G NA,C5H6NO3,Glutamate 146/128,C5H8NO4,M+1,Glutamate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_147.0_129.0,"MultiquantKey(name='Glutamate 147/129', formula='C5H6NO3', parent='Glutamate 146/128', parent_formula='C5H8NO4')",18508.0,382.06,382.06,0.0011
39,Glutamate 147/41,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,134.0,1G NA,C2HO,Glutamate 146/41,C5H8NO4,M+1,Glutamate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_147.0_41.0,"MultiquantKey(name='Glutamate 147/41', formula='C2HO', parent='Glutamate 146/41', parent_formula='C5H8NO4')",-207.0,-324.95,0.0,-0.1133
40,Glutamate 147/42,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,267.0,1G NA,C2HO,Glutamate 146/41,C5H8NO4,M+1,Glutamate,4,AdamRose_Monasgh_liver_slices_9Jan19_25Mar19-1G1 Glc-5.5mMNA Gln-0.5mMNA Pyr-0.23mM_Lac-0.9mMNA | Sample Number=4 ,1G1,No label,1,C13_147.0_42.0,"MultiquantKey(name='Glutamate 147/42', formula='C2HO', parent='Glutamate 146/41', parent_formula='C5H8NO4')",73.0,3.74,3.74,0.0013
